,study_name,study_sid,measurement_type,group_count,group_name,max,substance,count,calculation_type,group_parent_pk,sd,unit,se,min,cv,median,group_pk,characteristica_pk,mean,choice,value
247,Yue1991a,PKDB00115,healthy,8,EM_SingleDose,,,20,sample mean,966.0,,,,,,,967,20420,,Y,
248,Yue1991a,PKDB00115,ethnicity,8,EM_SingleDose,,,20,sample mean,966.0,,,,,,,967,20421,,caucasian,
249,Yue1991a,PKDB00115,overnight fast,8,EM_SingleDose,,,20,sample mean,966.0,,,,,,,967,20422,,Y,
250,Yue1991a,PKDB00115,sex,8,EM_SingleDose,,,5,sample mean,966.0,,,,,,,967,20427,,F,
251,Yue1991a,PKDB00115,sex,8,EM_SingleDose,,,3,sample mean,966.0,,,,,,,967,20428,,M,
252,Yue1991a,PKDB00115,age,8,EM_SingleDose,,,8,sample mean,966.0,3.89,year,,,,,967,20429,33.375,,
253,Yue1991a,PKDB00115,weight,8,EM_SingleDose,,,8,sample mean,966.0,9.891,kilogram,,,,,967,20430,66.125,,
254,Yue1991a,PKDB00115,species,6,PM_SingleDose,,,20,sample mean,966.0,,,,,,,968,20418,,homo sapiens,
255,Yue1991a,PKDB00115,healthy,6,PM_SingleDose,,,20,sample mean,966.0,,,,,,,968,20420,,Y,
256,Yue1991a,PKDB00115,ethnicity,6,PM_SingleDose,,,20,sample mean,966.0,,,,,,,968,20421,,caucasian,
257,Yue1991a,PKDB00115,overnight fast,6,PM_SingleDose,,,20,sample mean,966.0,,,,,,,968,20422,,Y,
258,Yue1991a,PKDB00115,sex,6,PM_SingleDose,,,4,sample mean,966.0,,,,,,,968,20435,,F,
259,Yue1991a,PKDB00115,sex,6,PM_SingleDose,,,2,sample mean,966.0,,,,,,,968,20436,,M,
260,Yue1991a,PKDB00115,age,6,PM_SingleDose,,,6,sample mean,966.0,11.149,year,,,,,968,20437,26.127,,
261,Yue1991a,PKDB00115,weight,6,PM_SingleDose,,,6,sample mean,966.0,24.436,kilogram,,,,,968,20438,60.413,,
262,Yue1991a,PKDB00115,species,3,EM_MultiDose,,,20,sample mean,966.0,,,,,,,969,20418,,homo sapiens,
263,Yue1991a,PKDB00115,healthy,3,EM_MultiDose,,,20,sample mean,966.0,,,,,,,969,20420,,Y,
264,Yue1991a,PKDB00115,ethnicity,3,EM_MultiDose,,,20,sample mean,966.0,,,,,,,969,20421,,caucasian,
265,Yue1991a,PKDB00115,overnight fast,3,EM_MultiDose,,,20,sample mean,966.0,,,,,,,969,20422,,Y,
266,Yue1991a,PKDB00115,age,3,EM_MultiDose,33.0,,3,sample mean,966.0,,year,,27.0,,,969,20441,,,
267,Yue1991a,PKDB00115,sex,3,EM_MultiDose,,,3,sample mean,966.0,,,,,,,969,20442,,NR,
268,Yue1991a,PKDB00115,species,3,PM_MultiDose,,,20,sample mean,966.0,,,,,,,970,20418,,homo sapiens,
269,Yue1991a,PKDB00115,healthy,3,PM_MultiDose,,,20,sample mean,966.0,,,,,,,970,20420,,Y,
270,Yue1991a,PKDB00115,ethnicity,3,PM_MultiDose,,,20,sample mean,966.0,,,,,,,970,20421,,caucasian,
271,Yue1991a,PKDB00115,overnight fast,3,PM_MultiDose,,,20,sample mean,966.0,,,,,,,970,20422,,Y,
272,Yue1991a,PKDB00115,age,3,PM_MultiDose,41.0,,3,sample mean,966.0,,year,,28.0,,,970,20445,,,
273,Yue1991a,PKDB00115,sex,3,PM_MultiDose,,,3,sample mean,966.0,,,,,,,970,20446,,NR,
274,Kim2002,PKDB00094,species,19,all,,,19,sample mean,,,,,,,,1004,21136,,homo sapiens,
275,Kim2002,PKDB00094,healthy,19,all,,,19,sample mean,,,,,,,,1004,21137,,Y,
276,Kim2002,PKDB00094,ethnicity,19,all,,,14,sample mean,,,,,,,,1004,21138,,african,
277,Kim2002,PKDB00094,ethnicity,19,all,,,3,sample mean,,,,,,,,1004,21139,,caucasian,
278,Kim2002,PKDB00094,ethnicity,19,all,,,2,sample mean,,,,,,,,1004,21140,,hispanic,
279,Kim2002,PKDB00094,sex,19,all,,,12,sample mean,,,,,,,,1004,21141,,M,
280,Kim2002,PKDB00094,sex,19,all,,,7,sample mean,,,,,,,,1004,21142,,F,
281,Kim2002,PKDB00094,medication,19,all,,,19,sample mean,,,,,,,,1004,21143,,N,
282,Kim2002,PKDB00094,abstinence medication,19,all,,,19,sample mean,,,day,,20.0,,,1004,21144,,,
283,Kim2002,PKDB00094,age,19,all,43.0,,19,sample mean,,,year,1.1,23.0,,,1004,21145,34.8,,
284,Kim2002,PKDB00094,weight,19,all,106.5,,19,sample mean,,,kilogram,3.4,56.6,,,1004,21146,78.0,,
285,Kim2002,PKDB00094,species,17,all_17,,,19,sample mean,1004.0,,,,,,,1005,21136,,homo sapiens,
286,Kim2002,PKDB00094,healthy,17,all_17,,,19,sample mean,1004.0,,,,,,,1005,21137,,Y,
287,Kim2002,PKDB00094,ethnicity,17,all_17,,,14,sample mean,1004.0,,,,,,,1005,21138,,african,
288,Kim2002,PKDB00094,ethnicity,17,all_17,,,3,sample mean,1004.0,,,,,,,1005,21139,,caucasian,
289,Kim2002,PKDB00094,ethnicity,17,all_17,,,2,sample mean,1004.0,,,,,,,1005,21140,,hispanic,
290,Kim2002,PKDB00094,sex,17,all_17,,,12,sample mean,1004.0,,,,,,,1005,21141,,M,
291,Kim2002,PKDB00094,sex,17,all_17,,,7,sample mean,1004.0,,,,,,,1005,21142,,F,
292,Kim2002,PKDB00094,medication,17,all_17,,,19,sample mean,1004.0,,,,,,,1005,21143,,N,
293,Kim2002,PKDB00094,abstinence medication,17,all_17,,,19,sample mean,1004.0,,day,,20.0,,,1005,21144,,,
294,Kim2002,PKDB00094,age,17,all_17,43.0,,19,sample mean,1004.0,,year,1.1,23.0,,,1005,21145,34.8,,
295,Kim2002,PKDB00094,weight,17,all_17,106.5,,19,sample mean,1004.0,,kilogram,3.4,56.6,,,1005,21146,78.0,,
296,Kim2002,PKDB00094,species,16,all_16,,,19,sample mean,1004.0,,,,,,,1006,21136,,homo sapiens,
297,Kim2002,PKDB00094,healthy,16,all_16,,,19,sample mean,1004.0,,,,,,,1006,21137,,Y,
298,Kim2002,PKDB00094,ethnicity,16,all_16,,,14,sample mean,1004.0,,,,,,,1006,21138,,african,
299,Kim2002,PKDB00094,ethnicity,16,all_16,,,3,sample mean,1004.0,,,,,,,1006,21139,,caucasian,
300,Kim2002,PKDB00094,ethnicity,16,all_16,,,2,sample mean,1004.0,,,,,,,1006,21140,,hispanic,
301,Kim2002,PKDB00094,sex,16,all_16,,,12,sample mean,1004.0,,,,,,,1006,21141,,M,
302,Kim2002,PKDB00094,sex,16,all_16,,,7,sample mean,1004.0,,,,,,,1006,21142,,F,
303,Kim2002,PKDB00094,medication,16,all_16,,,19,sample mean,1004.0,,,,,,,1006,21143,,N,
304,Kim2002,PKDB00094,abstinence medication,16,all_16,,,19,sample mean,1004.0,,day,,20.0,,,1006,21144,,,
305,Kim2002,PKDB00094,age,16,all_16,43.0,,19,sample mean,1004.0,,year,1.1,23.0,,,1006,21145,34.8,,
306,Kim2002,PKDB00094,weight,16,all_16,106.5,,19,sample mean,1004.0,,kilogram,3.4,56.6,,,1006,21146,78.0,,
307,Kim2002,PKDB00094,species,14,all_14,,,19,sample mean,1004.0,,,,,,,1007,21136,,homo sapiens,
308,Kim2002,PKDB00094,healthy,14,all_14,,,19,sample mean,1004.0,,,,,,,1007,21137,,Y,
309,Kim2002,PKDB00094,ethnicity,14,all_14,,,14,sample mean,1004.0,,,,,,,1007,21138,,african,
310,Kim2002,PKDB00094,ethnicity,14,all_14,,,3,sample mean,1004.0,,,,,,,1007,21139,,caucasian,
311,Kim2002,PKDB00094,ethnicity,14,all_14,,,2,sample mean,1004.0,,,,,,,1007,21140,,hispanic,
312,Kim2002,PKDB00094,sex,14,all_14,,,12,sample mean,1004.0,,,,,,,1007,21141,,M,
313,Kim2002,PKDB00094,sex,14,all_14,,,7,sample mean,1004.0,,,,,,,1007,21142,,F,
314,Kim2002,PKDB00094,medication,14,all_14,,,19,sample mean,1004.0,,,,,,,1007,21143,,N,
315,Kim2002,PKDB00094,abstinence medication,14,all_14,,,19,sample mean,1004.0,,day,,20.0,,,1007,21144,,,
316,Kim2002,PKDB00094,age,14,all_14,43.0,,19,sample mean,1004.0,,year,1.1,23.0,,,1007,21145,34.8,,
317,Kim2002,PKDB00094,weight,14,all_14,106.5,,19,sample mean,1004.0,,kilogram,3.4,56.6,,,1007,21146,78.0,,
318,Kim2002,PKDB00094,species,13,all_13,,,19,sample mean,1004.0,,,,,,,1008,21136,,homo sapiens,
319,Kim2002,PKDB00094,healthy,13,all_13,,,19,sample mean,1004.0,,,,,,,1008,21137,,Y,
320,Kim2002,PKDB00094,ethnicity,13,all_13,,,14,sample mean,1004.0,,,,,,,1008,21138,,african,
321,Kim2002,PKDB00094,ethnicity,13,all_13,,,3,sample mean,1004.0,,,,,,,1008,21139,,caucasian,
322,Kim2002,PKDB00094,ethnicity,13,all_13,,,2,sample mean,1004.0,,,,,,,1008,21140,,hispanic,
323,Kim2002,PKDB00094,sex,13,all_13,,,12,sample mean,1004.0,,,,,,,1008,21141,,M,
324,Kim2002,PKDB00094,sex,13,all_13,,,7,sample mean,1004.0,,,,,,,1008,21142,,F,
325,Kim2002,PKDB00094,medication,13,all_13,,,19,sample mean,1004.0,,,,,,,1008,21143,,N,
326,Kim2002,PKDB00094,abstinence medication,13,all_13,,,19,sample mean,1004.0,,day,,20.0,,,1008,21144,,,
327,Kim2002,PKDB00094,age,13,all_13,43.0,,19,sample mean,1004.0,,year,1.1,23.0,,,1008,21145,34.8,,
328,Kim2002,PKDB00094,weight,13,all_13,106.5,,19,sample mean,1004.0,,kilogram,3.4,56.6,,,1008,21146,78.0,,
329,Sindrup1992,1623898,healthy,16,all,,,16,sample mean,,,,,,,,1037,21408,,Y,
330,Sindrup1992,1623898,sex,16,all,,,12,sample mean,,,,,,,,1037,21409,,M,
331,Sindrup1992,1623898,sex,16,all,,,4,sample mean,,,,,,,,1037,21410,,F,
332,Sindrup1992,1623898,oral contraceptives,16,all,,,2,sample mean,,,,,,,,1037,21411,,Y,
333,Sindrup1992,1623898,medication,16,all,,,16,sample mean,,,,,,,,1037,21412,,N,
334,Sindrup1992,1623898,abstinence alcohol,16,all,,,16,sample mean,,,day,,1.0,,,1037,21413,,,
335,Sindrup1992,1623898,age,16,all,30.0,,16,sample mean,,,year,,21.0,,24.0,1037,21414,,,
336,Sindrup1992,1623898,species,16,all,,,16,sample mean,,,,,,,,1037,21407,,homo sapiens,
337,Knop2007,PKDB00081,species,10,t2dm,,,20,sample mean,1331.0,,,,,,,1332,31589,,homo sapiens,
338,Knop2007,PKDB00081,medication,10,t2dm,,,20,sample mean,1331.0,,,,,,,1332,31594,,N,
339,Knop2007,PKDB00081,sex,10,t2dm,,,8,sample mean,1331.0,,,,,,,1332,31603,,M,
340,Knop2007,PKDB00081,sex,10,t2dm,,,2,sample mean,1331.0,,,,,,,1332,31604,,F,
341,Knop2007,PKDB00081,healthy,10,t2dm,,,10,sample mean,1331.0,,,,,,,1332,31605,,N,
342,Knop2007,PKDB00081,disease,10,t2dm,,,10,sample mean,1331.0,,year,1.4,,,,1332,31606,5.1,t2dm,
343,Knop2007,PKDB00081,hba1c,10,t2dm,8.7,,10,sample mean,1331.0,,percent,,6.2,,,1332,31607,6.9,,
344,Knop2007,PKDB00081,age,10,t2dm,80.0,,10,sample mean,1331.0,,year,,51.0,,,1332,31608,62.0,,
345,Knop2007,PKDB00081,bmi,10,t2dm,26.0,,10,sample mean,1331.0,,kilogram / meter ** 2,,21.1,,,1332,31609,23.3,,
346,Knop2007,PKDB00081,concentration,10,t2dm,2.197901736,glucose,10,sample mean,1331.0,,gram / liter,,1.116966456,,,1332,31610,1.5493405679999999,,
347,Knop2007,PKDB00081,sex,10,control,,,8,sample mean,1331.0,,,,,,,1333,31618,,M,
348,Knop2007,PKDB00081,sex,10,control,,,2,sample mean,1331.0,,,,,,,1333,31619,,F,
349,Knop2007,PKDB00081,healthy,10,control,,,10,sample mean,1331.0,,,,,,,1333,31620,,Y,
350,Knop2007,PKDB00081,species,10,control,,,20,sample mean,1331.0,,,,,,,1333,31589,,homo sapiens,
351,Knop2007,PKDB00081,hba1c,10,control,5.8,,10,sample mean,1331.0,,percent,,5.1,,,1333,31621,5.5,,
352,Knop2007,PKDB00081,age,10,control,69.0,,10,sample mean,1331.0,,year,,44.0,,,1333,31622,58.0,,
353,Knop2007,PKDB00081,bmi,10,control,25.0,,10,sample mean,1331.0,,kilogram / meter ** 2,,20.0,,,1333,31623,23.1,,
354,Knop2007,PKDB00081,concentration,10,control,1.08093528,glucose,10,sample mean,1331.0,,gram / liter,,0.8827638120000001,,,1333,31624,0.9728417520000001,,
355,Knop2007,PKDB00081,medication,10,control,,,20,sample mean,1331.0,,,,,,,1333,31594,,N,
356,Firth1986,PKDB00075,medication,7,control,,,20,sample mean,1426.0,,,,,,,1427,32418,,N,
357,Firth1986,PKDB00075,overnight fast,7,control,,,20,sample mean,1426.0,,,,,,,1427,32419,,Y,
358,Firth1986,PKDB00075,fasting (duration),7,control,,,20,sample mean,1426.0,,day,,0.5,,,1427,32420,,,
359,Firth1986,PKDB00075,healthy,7,control,,,7,sample mean,1426.0,,,,,,,1427,32429,,Y,
360,Firth1986,PKDB00075,sex,7,control,,,1,sample mean,1426.0,,,,,,,1427,32430,,M,
361,Firth1986,PKDB00075,sex,7,control,,,6,sample mean,1426.0,,,,,,,1427,32431,,F,
362,Firth1986,PKDB00075,age,7,control,,,7,sample mean,1426.0,,year,4.0,,,,1427,32432,51.0,,
363,Firth1986,PKDB00075,weight,7,control,,,7,sample mean,1426.0,,kilogram,8.0,,,,1427,32433,89.0,,
364,Firth1986,PKDB00075,bmi,7,control,,,7,sample mean,1426.0,,kilogram / meter ** 2,2.0,,,,1427,32434,32.1,,
365,Firth1986,PKDB00075,concentration,7,control,,glucose,7,sample mean,1426.0,,gram / liter,0.02,,,,1427,32435,0.98,,
366,Firth1986,PKDB00075,hba1c,7,control,,,7,sample mean,1426.0,,percent,0.2,,,,1427,32436,4.8,,
367,Firth1986,PKDB00075,species,7,control,,,20,sample mean,1426.0,,,,,,,1427,32413,,homo sapiens,
368,Firth1986,PKDB00075,sex,13,t2dm,,,4,sample mean,1426.0,,,,,,,1428,32448,,M,
369,Firth1986,PKDB00075,sex,13,t2dm,,,9,sample mean,1426.0,,,,,,,1428,32449,,F,
370,Firth1986,PKDB00075,medication,13,t2dm,,,20,sample mean,1426.0,,,,,,,1428,32418,,N,
371,Firth1986,PKDB00075,overnight fast,13,t2dm,,,20,sample mean,1426.0,,,,,,,1428,32419,,Y,
372,Firth1986,PKDB00075,fasting (duration),13,t2dm,,,20,sample mean,1426.0,,day,,0.5,,,1428,32420,,,
373,Firth1986,PKDB00075,age,13,t2dm,,,13,sample mean,1426.0,,year,3.0,,,,1428,32450,56.0,,
374,Firth1986,PKDB00075,weight,13,t2dm,,,13,sample mean,1426.0,,kilogram,4.0,,,,1428,32451,84.0,,
375,Firth1986,PKDB00075,bmi,13,t2dm,,,13,sample mean,1426.0,,kilogram / meter ** 2,1.7,,,,1428,32452,31.3,,
376,Firth1986,PKDB00075,concentration,13,t2dm,,glucose,13,sample mean,1426.0,,gram / liter,0.11,,,,1428,32453,1.87,,
377,Firth1986,PKDB00075,hba1c,13,t2dm,,,13,sample mean,1426.0,,percent,0.6,,,,1428,32454,9.8,,
378,Firth1986,PKDB00075,species,13,t2dm,,,20,sample mean,1426.0,,,,,,,1428,32413,,homo sapiens,
379,Firth1986,PKDB00075,healthy,13,t2dm,,,13,sample mean,1426.0,,,,,,,1428,32446,,N,
380,Firth1986,PKDB00075,disease,13,t2dm,,,13,sample mean,1426.0,,,,,,,1428,32447,,t2dm,
381,Yang2015,PKDB00086,height,127,NGT_1990,,,127,sample mean,1444.0,,meter,0.0077,,,,1445,32640,1.632,,
382,Yang2015,PKDB00086,bmi,127,NGT_1990,,,127,sample mean,1444.0,,kilogram / meter ** 2,0.27,,,,1445,32641,23.72,,
383,Yang2015,PKDB00086,hba1c,127,NGT_1990,,,127,sample mean,1444.0,,percent,0.05,,,,1445,32642,5.21,,
384,Yang2015,PKDB00086,concentration,127,NGT_1990,,glucose,127,sample mean,1444.0,,gram / liter,0.0054046764,,,,1445,32643,0.8809622532,,
385,Yang2015,PKDB00086,concentration,127,NGT_1990,,insulin,127,sample mean,1444.0,,mole / liter,3.4599999999999998e-12,,,,1445,32644,4.567e-11,,
386,Yang2015,PKDB00086,concentration,127,NGT_1990,,cholesterol,127,sample mean,1444.0,,gram / liter,0.034798949999999995,,,,1445,32645,1.85207745,,
387,Yang2015,PKDB00086,concentration,127,NGT_1990,,triglyceride,127,sample mean,1444.0,,gram / liter,0.01731003,,,,1445,32646,0.27349847400000005,,
388,Yang2015,PKDB00086,concentration,127,NGT_1990,,hdl-c,127,sample mean,1444.0,,mole / liter,8e-05,,,,1445,32647,0.00289,,
389,Yang2015,PKDB00086,concentration,127,NGT_1990,,ldl-c,127,sample mean,1444.0,,mole / liter,3e-05,,,,1445,32648,0.00118,,
390,Yang2015,PKDB00086,species,127,NGT_1990,,,1082,sample mean,1444.0,,,,,,,1445,32618,,homo sapiens,
391,Yang2015,PKDB00086,healthy,127,NGT_1990,,,1082,sample mean,1444.0,,,,,,,1445,32619,,NR,
392,Yang2015,PKDB00086,overnight fast,127,NGT_1990,,,1082,sample mean,1444.0,,,,,,,1445,32621,,Y,
393,Yang2015,PKDB00086,ethnicity,127,NGT_1990,,,1082,sample mean,1444.0,,,,,,,1445,32622,,korean,
394,Yang2015,PKDB00086,age,127,NGT_1990,,,127,sample mean,1444.0,,year,0.94,,,,1445,32636,41.0,,
395,Yang2015,PKDB00086,sex,127,NGT_1990,,,55,sample mean,1444.0,,,,,,,1445,32637,,M,
396,Yang2015,PKDB00086,sex,127,NGT_1990,,,72,sample mean,1444.0,,,,,,,1445,32638,,F,
397,Yang2015,PKDB00086,weight,127,NGT_1990,,,127,sample mean,1444.0,,kilogram,0.91,,,,1445,32639,63.33,,
398,Yang2015,PKDB00086,age,89,NGT_2000,,,89,sample mean,1444.0,,year,1.38,,,,1446,32662,42.58,,
399,Yang2015,PKDB00086,sex,89,NGT_2000,,,30,sample mean,1444.0,,,,,,,1446,32663,,M,
400,Yang2015,PKDB00086,sex,89,NGT_2000,,,59,sample mean,1444.0,,,,,,,1446,32664,,F,
401,Yang2015,PKDB00086,weight,89,NGT_2000,,,89,sample mean,1444.0,,kilogram,1.33,,,,1446,32665,60.95,,
402,Yang2015,PKDB00086,height,89,NGT_2000,,,89,sample mean,1444.0,,meter,0.0095,,,,1446,32666,1.6305,,
403,Yang2015,PKDB00086,bmi,89,NGT_2000,,,89,sample mean,1444.0,,kilogram / meter ** 2,0.37,,,,1446,32667,22.82,,
404,Yang2015,PKDB00086,hba1c,89,NGT_2000,,,89,sample mean,1444.0,,percent,0.04,,,,1446,32668,5.44,,
405,Yang2015,PKDB00086,concentration,89,NGT_2000,,glucose,89,sample mean,1444.0,,gram / liter,0.0072062352,,,,1446,32669,0.8971762824000001,,
406,Yang2015,PKDB00086,concentration,89,NGT_2000,,insulin,89,sample mean,1444.0,,mole / liter,2.52e-12,,,,1446,32670,5.4509999999999995e-11,,
407,Yang2015,PKDB00086,concentration,89,NGT_2000,,cholesterol,89,sample mean,1444.0,,gram / liter,0.038665500000000005,,,,1446,32671,1.8559439999999998,,
408,Yang2015,PKDB00086,concentration,89,NGT_2000,,triglyceride,89,sample mean,1444.0,,gram / liter,0.015579027,,,,1446,32672,0.212913369,,
409,Yang2015,PKDB00086,concentration,89,NGT_2000,,ldl-c,89,sample mean,1444.0,,mole / liter,8.999999999999999e-05,,,,1446,32673,0.00279,,
410,Yang2015,PKDB00086,concentration,89,NGT_2000,,hdl-c,89,sample mean,1444.0,,mole / liter,3e-05,,,,1446,32674,0.00146,,
411,Yang2015,PKDB00086,species,89,NGT_2000,,,1082,sample mean,1444.0,,,,,,,1446,32618,,homo sapiens,
412,Yang2015,PKDB00086,healthy,89,NGT_2000,,,1082,sample mean,1444.0,,,,,,,1446,32619,,NR,
413,Yang2015,PKDB00086,overnight fast,89,NGT_2000,,,1082,sample mean,1444.0,,,,,,,1446,32621,,Y,
414,Yang2015,PKDB00086,ethnicity,89,NGT_2000,,,1082,sample mean,1444.0,,,,,,,1446,32622,,korean,
415,Yang2015,PKDB00086,species,98,PREDM_1990,,,1082,sample mean,1444.0,,,,,,,1447,32618,,homo sapiens,
416,Yang2015,PKDB00086,healthy,98,PREDM_1990,,,1082,sample mean,1444.0,,,,,,,1447,32619,,NR,
417,Yang2015,PKDB00086,overnight fast,98,PREDM_1990,,,1082,sample mean,1444.0,,,,,,,1447,32621,,Y,
418,Yang2015,PKDB00086,ethnicity,98,PREDM_1990,,,1082,sample mean,1444.0,,,,,,,1447,32622,,korean,
419,Yang2015,PKDB00086,age,98,PREDM_1990,,,98,sample mean,1444.0,,year,1.16,,,,1447,32688,48.85,,
420,Yang2015,PKDB00086,sex,98,PREDM_1990,,,49,sample mean,1444.0,,,,,,,1447,32689,,M,
421,Yang2015,PKDB00086,sex,98,PREDM_1990,,,49,sample mean,1444.0,,,,,,,1447,32690,,F,
422,Yang2015,PKDB00086,weight,98,PREDM_1990,,,98,sample mean,1444.0,,kilogram,0.97,,,,1447,32691,66.16,,
423,Yang2015,PKDB00086,height,98,PREDM_1990,,,98,sample mean,1444.0,,meter,0.008100000000000001,,,,1447,32692,1.6175,,
424,Yang2015,PKDB00086,bmi,98,PREDM_1990,,,98,sample mean,1444.0,,kilogram / meter ** 2,0.34,,,,1447,32693,25.43,,
425,Yang2015,PKDB00086,hba1c,98,PREDM_1990,,,98,sample mean,1444.0,,percent,0.04,,,,1447,32694,5.74,,
426,Yang2015,PKDB00086,concentration,98,PREDM_1990,,glucose,98,sample mean,1444.0,,gram / liter,0.0108093528,,,,1447,32695,1.0322931924,,
427,Yang2015,PKDB00086,concentration,98,PREDM_1990,,insulin,98,sample mean,1444.0,,mole / liter,3.1499999999999997e-12,,,,1447,32696,5.243e-11,,
428,Yang2015,PKDB00086,concentration,98,PREDM_1990,,cholesterol,98,sample mean,1444.0,,gram / liter,0.04253205,,,,1447,32697,1.9642073999999998,,
429,Yang2015,PKDB00086,concentration,98,PREDM_1990,,triglyceride,98,sample mean,1444.0,,gram / liter,0.03462006,,,,1447,32698,0.368703639,,
430,Yang2015,PKDB00086,concentration,98,PREDM_1990,,ldl-c,98,sample mean,1444.0,,mole / liter,0.0001,,,,1447,32699,0.0029300000000000003,,
431,Yang2015,PKDB00086,concentration,98,PREDM_1990,,hdl-c,98,sample mean,1444.0,,mole / liter,3e-05,,,,1447,32700,0.00115,,
432,Yang2015,PKDB00086,age,170,PREDM_2000,,,170,sample mean,1444.0,,year,0.8,,,,1448,32714,51.02,,
433,Yang2015,PKDB00086,sex,170,PREDM_2000,,,82,sample mean,1444.0,,,,,,,1448,32715,,M,
434,Yang2015,PKDB00086,sex,170,PREDM_2000,,,88,sample mean,1444.0,,,,,,,1448,32716,,F,
435,Yang2015,PKDB00086,weight,170,PREDM_2000,,,170,sample mean,1444.0,,kilogram,0.85,,,,1448,32717,66.07,,
436,Yang2015,PKDB00086,height,170,PREDM_2000,,,170,sample mean,1444.0,,meter,0.006600000000000001,,,,1448,32718,1.6381999999999999,,
437,Yang2015,PKDB00086,bmi,170,PREDM_2000,,,170,sample mean,1444.0,,kilogram / meter ** 2,0.25,,,,1448,32719,24.73,,
438,Yang2015,PKDB00086,hba1c,170,PREDM_2000,,,170,sample mean,1444.0,,percent,0.03,,,,1448,32720,5.63,,
439,Yang2015,PKDB00086,concentration,170,PREDM_2000,,glucose,170,sample mean,1444.0,,gram / liter,0.0054046764,,,,1448,32721,1.0575150156,,
440,Yang2015,PKDB00086,concentration,170,PREDM_2000,,insulin,170,sample mean,1444.0,,mole / liter,2.5899999999999997e-12,,,,1448,32722,6.038e-11,,
441,Yang2015,PKDB00086,concentration,170,PREDM_2000,,cholesterol,170,sample mean,1444.0,,gram / liter,0.027065850000000002,,,,1448,32723,1.9332749999999999,,
442,Yang2015,PKDB00086,concentration,170,PREDM_2000,,triglyceride,170,sample mean,1444.0,,gram / liter,0.013848024,,,,1448,32724,0.26657446200000007,,
443,Yang2015,PKDB00086,concentration,170,PREDM_2000,,ldl-c,170,sample mean,1444.0,,mole / liter,6e-05,,,,1448,32725,0.0029700000000000004,,
444,Yang2015,PKDB00086,concentration,170,PREDM_2000,,hdl-c,170,sample mean,1444.0,,mole / liter,3e-05,,,,1448,32726,0.00136,,
445,Yang2015,PKDB00086,species,170,PREDM_2000,,,1082,sample mean,1444.0,,,,,,,1448,32618,,homo sapiens,
446,Yang2015,PKDB00086,healthy,170,PREDM_2000,,,1082,sample mean,1444.0,,,,,,,1448,32619,,NR,
447,Yang2015,PKDB00086,overnight fast,170,PREDM_2000,,,1082,sample mean,1444.0,,,,,,,1448,32621,,Y,
448,Yang2015,PKDB00086,ethnicity,170,PREDM_2000,,,1082,sample mean,1444.0,,,,,,,1448,32622,,korean,
449,Yang2015,PKDB00086,age,353,DM_1990,,,353,sample mean,1444.0,,year,0.55,,,,1449,32740,51.14,,
450,Yang2015,PKDB00086,sex,353,DM_1990,,,162,sample mean,1444.0,,,,,,,1449,32741,,M,
451,Yang2015,PKDB00086,sex,353,DM_1990,,,191,sample mean,1444.0,,,,,,,1449,32742,,F,
452,Yang2015,PKDB00086,weight,353,DM_1990,,,353,sample mean,1444.0,,kilogram,0.49,,,,1449,32743,65.4,,
453,Yang2015,PKDB00086,height,353,DM_1990,,,353,sample mean,1444.0,,meter,0.0042,,,,1449,32744,1.6246,,
454,Yang2015,PKDB00086,bmi,353,DM_1990,,,353,sample mean,1444.0,,kilogram / meter ** 2,0.15,,,,1449,32745,24.82,,
455,Yang2015,PKDB00086,species,353,DM_1990,,,1082,sample mean,1444.0,,,,,,,1449,32618,,homo sapiens,
456,Yang2015,PKDB00086,healthy,353,DM_1990,,,1082,sample mean,1444.0,,,,,,,1449,32619,,NR,
457,Yang2015,PKDB00086,hba1c,353,DM_1990,,,353,sample mean,1444.0,,percent,0.06,,,,1449,32746,7.26,,
458,Yang2015,PKDB00086,overnight fast,353,DM_1990,,,1082,sample mean,1444.0,,,,,,,1449,32621,,Y,
459,Yang2015,PKDB00086,ethnicity,353,DM_1990,,,1082,sample mean,1444.0,,,,,,,1449,32622,,korean,
460,Yang2015,PKDB00086,concentration,353,DM_1990,,glucose,353,sample mean,1444.0,,gram / liter,0.0198171468,,,,1449,32747,1.4376439224000002,,
461,Yang2015,PKDB00086,concentration,353,DM_1990,,insulin,353,sample mean,1444.0,,mole / liter,2.0099999999999997e-12,,,,1449,32748,5.482e-11,,
462,Yang2015,PKDB00086,concentration,353,DM_1990,,cholesterol,353,sample mean,1444.0,,gram / liter,0.0231993,,,,1449,32749,1.94487465,,
463,Yang2015,PKDB00086,concentration,353,DM_1990,,triglyceride,353,sample mean,1444.0,,gram / liter,0.013848024,,,,1449,32750,0.372165645,,
464,Yang2015,PKDB00086,concentration,353,DM_1990,,ldl-c,353,sample mean,1444.0,,mole / liter,6e-05,,,,1449,32751,0.0029,,
465,Yang2015,PKDB00086,concentration,353,DM_1990,,hdl-c,353,sample mean,1444.0,,mole / liter,2e-05,,,,1449,32752,0.00117,,
466,Yang2015,PKDB00086,sex,245,DM_2000,,,117,sample mean,1444.0,,,,,,,1450,32768,,F,
467,Yang2015,PKDB00086,weight,245,DM_2000,,,245,sample mean,1444.0,,kilogram,0.59,,,,1450,32769,65.58,,
